beds,mapped_bathrooms,avg_price_per_bedroom,accommodates,mapped_property_type,bedrooms,mapped_room_type,price
1,6,183.21820800371316,2,4,1,4,159.0
3,3,255.9705913606096,6,5,3,4,450.0
2,6,138.02608522069195,4,4,1,4,123.0
1,3,183.21820800371316,3,4,2,4,149.0
17,3,255.9705913606096,16,5,6,4,2927.0
2,6,183.21820800371316,4,4,2,4,180.0
2,6,198.09007603821408,6,4,2,4,236.0
1,6,116.07480748074806,2,2,1,3,55.0
1,6,138.02608522069195,1,2,1,3,58.0
3,6,135.26623842867315,4,4,2,4,200.0
2,6,138.02608522069195,4,4,2,4,56.0
3,3,192.2759874726177,6,4,3,4,595.0
3,6,69.13580246913581,4,5,2,4,181.0
3,6,135.26623842867315,2,4,1,4,200.0
2,6,138.02608522069195,3,3,1,4,575.0
5,3,220.34827684827684,8,5,4,4,1316.0
2,3,192.2759874726177,4,4,2,4,500.0
2,4,129.87171912486124,3,2,1,3,49.0
4,6,114.50185185185184,4,2,2,3,90.0
2,6,183.21820800371316,4,4,2,4,163.0
3,6,255.9705913606096,6,5,3,4,314.0
1,6,138.02608522069195,2,4,1,4,250.0
1,6,138.02608522069195,2,4,1,4,119.0
1,6,116.07480748074806,2,5,1,4,106.0
6,3,183.21820800371316,8,5,4,4,1200.0
1,6,183.21820800371316,2,4,2,4,230.0
3,6,138.02608522069195,5,4,2,4,300.0
4,3,138.02608522069195,7,4,3,4,347.0
1,6,56.88147754451237,3,5,1,4,99.0
3,3,198.09007603821408,6,5,3,4,500.0
1,6,183.21820800371316,2,4,1,4,230.0
3,3,255.9705913606096,4,4,2,4,400.0
1,5,138.02608522069195,2,2,1,3,115.0
1,4,138.02608522069195,1,2,1,3,80.0
1,6,157.98023595334942,2,4,1,4,96.0
1,5,67.36219020959923,2,2,1,3,50.0
1,4,93.51619733735733,2,2,1,3,40.0
2,6,135.26623842867315,4,4,2,4,170.0
1,6,183.21820800371316,3,4,1,4,120.0
4,3,138.02608522069195,6,5,3,4,325.0
6,3,255.9705913606096,8,6,4,4,800.0
3,3,138.02608522069195,3,5,2,4,320.0
2,6,157.98023595334942,4,4,2,4,270.0
2,6,157.98023595334942,4,4,2,4,200.0
4,6,56.88147754451237,7,5,1,4,80.0
1,4,65.60103896103895,1,2,1,3,30.0
3,6,138.67108953095203,5,4,2,4,293.0
4,3,77.14240568832707,7,4,4,4,500.0
2,6,138.02608522069195,4,4,2,4,431.0
1,6,192.2759874726177,4,4,1,4,120.0
2,3,67.36219020959923,4,4,2,4,156.0
1,6,138.02608522069195,2,4,1,4,211.0
3,6,183.21820800371316,6,5,3,4,700.0
1,4,138.02608522069195,2,2,1,3,140.0
2,6,138.02608522069195,4,5,2,4,221.0
3,3,255.9705913606096,8,5,3,4,2100.0
2,6,153.45101102941177,5,4,2,4,206.0
1,4,69.13580246913581,2,2,1,3,45.0
1,6,138.02608522069195,3,5,1,4,86.0
1,4,72.17170111287759,2,2,1,3,46.0
1,6,183.21820800371316,3,4,1,4,239.0
1,6,138.02608522069195,2,4,1,4,175.0
2,6,220.34827684827684,3,4,2,4,217.0
4,3,72.17170111287759,6,5,4,4,180.0
2,6,138.02608522069195,3,4,1,4,144.0
1,6,135.26623842867315,2,4,1,4,160.0
7,3,129.87171912486124,8,5,4,4,1425.0
1,6,157.98023595334942,2,4,1,4,120.0
4,6,183.21820800371316,6,5,1,4,136.0
3,3,138.02608522069195,4,4,2,4,524.0
1,6,138.02608522069195,2,4,1,4,175.0
2,3,255.9705913606096,10,5,4,4,1390.0
6,3,129.87171912486124,8,5,4,4,650.0
3,6,138.02608522069195,5,5,3,4,250.0
2,3,192.2759874726177,4,4,2,4,475.0
1,6,192.2759874726177,2,4,1,4,379.0
1,6,153.45101102941177,2,4,1,4,131.0
5,3,138.02608522069195,8,5,4,4,511.0
3,6,192.2759874726177,4,4,2,4,274.0
1,5,138.02608522069195,2,3,1,3,130.0
1,4,220.34827684827684,1,2,1,3,70.0
4,3,192.2759874726177,8,5,4,4,2000.0
1,4,138.02608522069195,2,3,1,3,105.0
1,6,138.02608522069195,2,5,1,4,108.0
3,3,138.02608522069195,5,5,3,4,500.0
2,4,138.02608522069195,1,2,1,3,67.0
1,6,135.26623842867315,2,4,1,4,126.0
2,4,138.02608522069195,1,2,1,3,100.0
2,6,138.02608522069195,2,4,1,4,84.0
2,6,117.31939891873483,4,5,1,4,159.0
3,6,138.02608522069195,6,4,1,4,134.0
2,6,117.31939891873483,4,5,2,4,178.0
1,6,138.02608522069195,2,4,1,4,136.0
2,4,183.21820800371316,2,2,1,3,97.0
3,6,198.09007603821408,4,4,2,4,208.0
5,6,138.67108953095203,8,5,3,4,390.0
2,6,135.26623842867315,2,4,1,4,160.0
2,6,255.9705913606096,4,5,1,4,135.0
2,6,198.09007603821408,1,5,1,4,100.0
3,6,93.51619733735733,4,5,2,4,350.0
4,3,117.31939891873483,6,5,3,4,312.0
6,3,135.26623842867315,8,5,4,4,550.0
5,3,88.63882590073068,4,4,3,4,162.0
3,3,183.21820800371316,6,4,3,4,1446.0
1,6,138.02608522069195,2,4,1,4,150.0
6,3,255.9705913606096,8,5,4,4,966.0
2,6,198.09007603821408,3,4,2,4,477.0
3,3,157.98023595334942,5,5,3,4,250.0
6,3,138.02608522069195,7,4,3,4,345.0
1,6,130.2765182186235,2,5,1,4,184.0
4,3,100.7890625,4,5,3,4,265.0
2,4,192.2759874726177,1,2,1,3,85.0
1,6,138.02608522069195,2,4,1,4,130.0
4,3,255.9705913606096,8,5,4,4,643.0
3,6,138.02608522069195,6,4,1,4,171.0
4,6,183.21820800371316,7,4,3,4,800.0
5,6,198.09007603821408,5,5,2,4,210.0
6,3,130.2765182186235,10,5,5,4,1100.0
1,6,255.9705913606096,3,5,1,4,93.0
6,3,135.26623842867315,9,5,4,4,413.0
2,4,192.2759874726177,2,2,1,3,95.0
3,3,116.07480748074806,6,2,3,3,1357.0
2,6,198.09007603821408,4,4,2,4,330.0
3,6,198.09007603821408,6,4,3,4,315.0
2,6,255.9705913606096,4,4,2,4,235.0
1,2,138.02608522069195,2,2,1,3,80.0
3,6,192.2759874726177,3,4,1,4,192.0
6,3,255.9705913606096,6,5,3,4,671.0
1,5,117.31939891873483,1,2,1,3,42.0
1,6,255.9705913606096,2,5,1,4,130.0
1,6,135.26623842867315,2,5,1,4,140.0
2,6,138.02608522069195,4,4,1,4,105.0
1,4,183.21820800371316,1,2,1,3,50.0
1,6,93.51619733735733,2,4,1,4,109.0
1,4,183.21820800371316,1,2,1,3,50.0
1,6,255.9705913606096,3,4,1,4,104.0
4,3,67.36219020959923,5,4,2,4,280.0
2,6,157.98023595334942,4,4,2,4,546.0
2,6,192.2759874726177,2,2,1,3,85.0
2,6,138.02608522069195,2,4,1,4,131.0
4,6,183.21820800371316,6,5,3,4,800.0
4,6,157.98023595334942,5,5,2,4,199.0
3,6,192.2759874726177,5,4,3,4,245.0
4,6,255.9705913606096,6,5,3,4,310.0
2,3,138.02608522069195,5,4,2,4,247.0
1,6,255.9705913606096,2,4,1,4,177.0
1,6,138.02608522069195,2,4,1,4,160.0
1,6,138.02608522069195,2,4,1,4,160.0
1,6,138.02608522069195,2,4,1,4,140.0
1,4,75.42923051573571,1,2,1,3,35.0
2,6,93.51619733735733,4,4,1,4,116.0
1,6,135.26623842867315,2,4,1,4,140.0
1,6,135.26623842867315,2,4,1,4,183.0
3,3,198.09007603821408,6,5,3,4,420.0
2,6,83.85829030407344,4,5,2,4,79.0
2,6,138.67108953095203,3,4,1,4,110.0
2,6,138.02608522069195,4,4,1,4,197.0
1,6,138.02608522069195,2,4,1,4,240.0
1,6,138.02608522069195,2,4,1,4,85.0
1,2,135.26623842867315,1,2,1,3,42.0
1,6,183.21820800371316,2,5,1,4,140.0
3,3,138.02608522069195,6,5,3,4,300.0
4,3,192.2759874726177,6,5,3,4,534.0
1,6,138.02608522069195,2,4,1,4,239.0
1,6,255.9705913606096,2,5,1,4,180.0
13,3,67.36219020959923,16,5,4,4,320.0
2,6,71.02556818181817,2,5,1,4,99.0
2,6,93.51619733735733,4,4,1,4,132.0
2,6,183.21820800371316,3,4,1,4,119.0
1,6,138.02608522069195,2,4,1,4,199.0
1,6,138.02608522069195,2,4,1,4,130.0
1,6,138.02608522069195,4,4,1,4,179.0
1,6,135.26623842867315,2,5,1,4,146.0
1,5,130.2765182186235,2,3,1,3,100.0
1,6,135.26623842867315,2,4,1,4,109.0
2,6,77.14240568832707,4,5,2,4,110.0
3,3,135.26623842867315,6,5,3,4,490.0
1,6,138.02608522069195,2,4,1,4,107.0
1,6,138.67108953095203,2,5,1,4,180.0
3,3,135.26623842867315,4,4,2,4,167.0
1,6,192.2759874726177,2,5,1,4,95.0
1,5,192.2759874726177,2,2,1,3,150.0
1,6,198.09007603821408,1,4,1,4,120.0
4,3,192.2759874726177,6,5,3,4,460.0
1,5,62.0703125,2,2,1,3,53.0
5,3,183.21820800371316,5,4,3,4,1425.0
1,6,255.9705913606096,2,5,1,4,150.0
1,6,183.21820800371316,2,4,1,4,111.0
1,2,183.21820800371316,2,2,3,3,55.0
7,3,255.9705913606096,9,5,4,4,700.0
1,6,153.45101102941177,2,4,1,4,180.0
2,6,75.42923051573571,1,4,1,4,45.0
1,4,138.02608522069195,1,1,1,1,31.0
2,6,117.31939891873483,4,4,2,4,170.0
1,4,183.21820800371316,2,2,1,4,88.0
2,3,138.67108953095203,4,5,2,4,500.0
1,6,135.26623842867315,2,4,1,4,210.0
1,6,138.67108953095203,2,6,1,4,176.0
1,4,255.9705913606096,2,2,1,3,85.0
1,4,75.42923051573571,1,2,1,3,50.0
2,6,192.2759874726177,4,4,2,4,426.0
5,3,157.98023595334942,10,5,4,4,650.0
3,6,93.51619733735733,4,5,2,4,200.0
1,5,135.26623842867315,2,2,1,3,101.0
3,3,255.9705913606096,8,5,3,4,1000.0
1,6,138.02608522069195,2,4,1,4,150.0
1,6,75.42923051573571,1,5,1,4,59.0
1,4,220.34827684827684,2,2,1,3,93.0
2,6,157.98023595334942,2,5,1,4,90.0
1,6,88.63882590073068,2,5,1,4,120.0
2,5,138.02608522069195,4,2,2,3,270.0
2,6,138.02608522069195,3,4,1,4,229.0
2,5,138.02608522069195,3,2,2,3,105.0
1,5,106.39955357142856,2,2,1,3,110.0
3,3,138.02608522069195,6,4,3,4,360.0
2,2,138.02608522069195,2,2,2,3,99.0
3,6,98.00111073137388,6,5,2,4,150.0
2,6,138.02608522069195,4,4,1,4,123.0
2,6,183.21820800371316,4,4,2,4,241.0
2,6,68.52813852813853,5,4,2,4,149.0
1,5,56.88147754451237,2,2,1,3,52.0
2,3,67.36219020959923,4,4,2,4,148.0
4,3,183.21820800371316,8,4,3,4,505.0
2,4,138.02608522069195,2,2,1,3,79.0
4,3,117.31939891873483,6,5,4,4,1000.0
3,6,138.02608522069195,5,4,1,4,152.0
1,6,93.51619733735733,2,5,1,4,90.0
3,6,192.2759874726177,4,4,2,4,334.0
2,3,129.87171912486124,6,4,2,4,151.0
1,6,72.17170111287759,3,5,1,4,69.0
5,6,129.87171912486124,11,5,3,4,128.0
5,3,86.30045662100457,8,4,3,4,360.0
1,4,138.02608522069195,1,2,1,3,74.0
2,6,129.87171912486124,4,4,1,4,116.0
2,6,198.09007603821408,2,4,1,4,80.0
1,6,138.02608522069195,2,4,1,4,158.0
1,4,138.02608522069195,2,2,1,3,75.0
5,6,138.02608522069195,9,5,3,4,285.0
1,6,135.26623842867315,4,4,1,4,159.0
1,4,135.26623842867315,2,2,1,3,74.0
3,6,100.7890625,4,4,2,4,193.0
1,6,183.21820800371316,2,4,1,4,299.0
2,6,220.34827684827684,4,5,2,4,195.0
5,3,94.17872340425532,8,4,3,4,127.0
1,4,67.36219020959923,2,2,1,3,77.0
1,6,116.07480748074806,2,4,1,4,89.0
3,3,135.26623842867315,6,4,3,4,276.0
3,6,255.9705913606096,5,5,3,4,618.0
3,6,255.9705913606096,5,5,2,4,468.0
1,6,138.02608522069195,2,4,1,4,146.0
1,6,220.34827684827684,2,4,1,4,183.0
3,6,192.2759874726177,5,4,3,4,306.0
1,6,88.63882590073068,2,4,1,4,146.0
1,5,192.2759874726177,2,2,1,3,116.0
1,6,77.14240568832707,2,4,1,4,72.0
2,3,138.02608522069195,2,2,2,3,105.0
2,3,183.21820800371316,4,5,2,4,206.0
1,2,138.67108953095203,2,2,1,3,80.0
3,3,198.09007603821408,6,4,3,4,385.0
3,6,67.36219020959923,6,5,3,4,186.0
1,6,153.45101102941177,3,4,1,4,145.0
1,5,255.9705913606096,1,2,1,3,55.0
4,6,138.02608522069195,8,5,2,4,188.0
10,3,138.67108953095203,12,5,5,4,799.0
2,3,138.02608522069195,4,4,2,4,400.0
3,3,138.02608522069195,6,5,3,4,850.0
1,6,183.21820800371316,3,4,1,4,240.0
4,3,157.98023595334942,8,5,4,4,599.0
1,6,129.87171912486124,2,2,1,3,50.0
1,4,116.07480748074806,2,2,1,3,70.0
5,3,135.26623842867315,8,5,4,4,760.0
2,3,138.02608522069195,4,4,2,4,450.0
1,5,129.87171912486124,2,2,1,3,50.0
2,6,84.19321449108683,4,5,1,4,127.0
2,6,129.87171912486124,2,2,1,3,50.0
5,3,130.2765182186235,10,5,5,4,564.0
1,6,129.87171912486124,4,4,1,4,114.0
2,3,135.26623842867315,4,4,2,4,200.0
1,5,198.09007603821408,2,2,1,3,119.0
1,6,93.51619733735733,3,4,1,4,169.0
1,6,138.02608522069195,2,4,1,4,103.0
1,2,183.21820800371316,2,2,1,4,95.0
1,6,183.21820800371316,3,4,1,4,350.0
7,3,255.9705913606096,10,5,5,4,1657.0
6,3,157.98023595334942,8,5,4,4,482.0
4,6,157.98023595334942,4,4,2,4,250.0
2,6,93.51619733735733,2,5,1,4,141.0
1,6,157.98023595334942,2,2,1,3,70.0
2,6,117.31939891873483,2,4,1,4,86.0
2,6,93.51619733735733,4,5,1,4,108.0
3,6,67.36219020959923,4,5,2,4,81.0
2,6,255.9705913606096,4,5,2,4,289.0
1,6,75.42923051573571,3,5,1,4,101.0
1,6,67.36219020959923,2,5,1,4,69.0
1,6,157.98023595334942,2,5,1,4,159.0
3,6,71.02556818181817,5,5,2,4,195.0
2,6,255.9705913606096,4,4,1,4,324.0
1,6,255.9705913606096,4,4,1,4,276.0
2,6,255.9705913606096,4,4,1,4,276.0
2,6,255.9705913606096,4,4,1,4,336.0
4,6,255.9705913606096,6,4,2,4,403.0
3,6,255.9705913606096,6,4,2,4,380.0
3,3,255.9705913606096,6,4,2,4,414.0
4,6,255.9705913606096,6,4,2,4,437.0
3,6,255.9705913606096,6,4,2,4,437.0
1,6,183.21820800371316,2,4,1,4,126.0
1,4,135.26623842867315,2,2,1,3,51.0
1,1,138.02608522069195,2,2,1,3,69.0
1,6,255.9705913606096,2,4,1,4,245.0
1,6,255.9705913606096,2,4,1,4,275.0
3,3,255.9705913606096,5,5,3,4,986.0
2,6,72.17170111287759,3,5,1,4,72.0
1,4,138.02608522069195,2,2,1,4,59.0
5,3,220.34827684827684,10,5,5,4,2750.0
4,3,129.87171912486124,6,6,3,4,1400.0
3,6,75.42923051573571,5,5,3,4,190.0
6,6,129.87171912486124,4,5,2,4,201.0
1,4,93.51619733735733,2,2,1,3,48.0
2,3,255.9705913606096,4,4,2,4,200.0
2,6,138.67108953095203,4,5,2,4,136.0
2,6,103.1286317058469,2,4,1,4,150.0
1,6,86.30045662100457,2,5,1,4,55.0
16,3,183.21820800371316,16,5,6,4,1310.0
1,6,138.02608522069195,2,4,1,4,140.0
6,3,255.9705913606096,10,4,4,4,600.0
3,6,157.98023595334942,4,5,3,4,310.0
2,2,192.2759874726177,2,2,1,3,99.0
2,6,138.02608522069195,2,4,1,4,105.0
2,6,65.60103896103895,4,4,2,4,95.0
3,6,183.21820800371316,3,4,2,4,199.0
1,5,183.21820800371316,2,2,1,3,65.0
3,3,157.98023595334942,6,5,3,4,500.0
3,6,183.21820800371316,4,4,2,4,85.0
5,3,220.34827684827684,8,5,5,4,726.0
1,3,98.00111073137388,2,2,1,3,41.0
1,6,138.67108953095203,2,5,1,4,175.0
2,6,220.34827684827684,3,5,1,4,239.0
1,6,117.31939891873483,2,4,1,4,135.0
1,6,88.63882590073068,2,5,1,4,200.0
1,6,138.02608522069195,2,4,1,4,150.0
1,6,138.67108953095203,2,5,1,4,99.0
4,3,88.63882590073068,8,5,4,4,300.0
2,6,138.02608522069195,2,5,1,4,95.0
4,3,157.98023595334942,8,5,4,4,1600.0
3,3,138.02608522069195,6,5,3,4,406.0
1,4,75.42923051573571,1,2,1,3,35.0
1,4,75.42923051573571,1,2,1,3,35.0
1,5,157.98023595334942,2,2,1,3,68.0
1,5,59.82179132040629,2,2,1,3,58.0
2,6,183.21820800371316,4,4,2,4,361.0
3,6,93.51619733735733,5,5,2,4,125.0
1,5,138.02608522069195,2,2,1,3,180.0
1,6,138.02608522069195,2,4,1,4,192.0
5,3,88.63882590073068,7,5,3,4,210.0
2,3,138.02608522069195,4,4,2,4,209.0
4,6,255.9705913606096,6,4,2,4,550.0
1,6,138.67108953095203,2,5,1,4,113.0
4,3,67.36219020959923,5,4,2,4,175.0
1,1,153.45101102941177,2,2,1,3,81.0
1,6,65.60103896103895,3,2,1,3,110.0
6,3,183.21820800371316,10,5,5,4,3000.0
1,6,138.02608522069195,2,4,1,4,299.0
3,3,75.42923051573571,9,5,3,4,268.0
1,4,75.42923051573571,1,2,1,3,73.0
1,6,130.2765182186235,2,5,1,4,320.0
1,4,220.34827684827684,2,2,1,3,108.0
2,6,183.21820800371316,4,5,2,4,330.0
5,3,255.9705913606096,8,5,4,4,1871.0
6,3,255.9705913606096,8,5,4,4,1750.0
1,6,192.2759874726177,2,4,1,4,320.0
4,2,71.02556818181817,3,2,2,3,70.0
2,3,157.98023595334942,4,5,2,4,180.0
5,6,59.82179132040629,6,5,2,4,107.0
5,6,183.21820800371316,6,4,2,4,374.0
2,6,138.02608522069195,4,4,2,4,299.0
2,3,117.31939891873483,4,5,2,4,243.0
1,5,117.31939891873483,2,2,1,3,93.0
1,6,93.51619733735733,2,4,1,4,101.0
3,6,62.0703125,4,4,2,4,92.0
6,3,84.19321449108683,10,5,4,4,1000.0
7,3,84.19321449108683,10,5,5,4,1000.0
4,6,138.02608522069195,8,5,3,4,226.0
1,6,183.21820800371316,1,4,1,4,90.0
4,2,84.19321449108683,1,2,4,3,37.0
1,6,100.7890625,2,2,1,3,62.0
6,3,255.9705913606096,10,5,5,4,1750.0
2,3,157.98023595334942,4,5,2,4,182.0
1,6,138.02608522069195,2,4,1,4,114.0
2,4,192.2759874726177,2,2,1,3,125.0
1,6,192.2759874726177,4,4,1,4,234.0
3,3,183.21820800371316,6,5,3,4,500.0
4,3,255.9705913606096,8,5,4,4,2090.0
1,5,220.34827684827684,2,2,1,3,122.0
5,3,130.2765182186235,8,5,3,4,1800.0
4,6,198.09007603821408,5,4,2,4,245.0
1,6,192.2759874726177,4,4,1,4,190.0
4,3,183.21820800371316,6,5,4,4,979.0
3,5,117.31939891873483,5,2,2,3,200.0
1,6,138.02608522069195,2,4,1,4,105.0
1,6,138.02608522069195,2,4,1,4,239.0
2,4,138.02608522069195,2,2,1,3,50.0
3,3,56.88147754451237,6,5,3,4,120.0
1,6,183.21820800371316,2,2,1,3,250.0
1,6,138.02608522069195,3,4,1,4,150.0
1,4,135.26623842867315,2,2,1,3,45.0
1,4,138.02608522069195,1,2,1,3,66.0
1,5,138.02608522069195,4,2,1,3,70.0
2,6,183.21820800371316,4,5,2,4,393.0
1,4,135.26623842867315,2,2,1,3,49.0
4,6,67.36219020959923,5,5,2,4,127.0
1,5,88.63882590073068,2,2,1,3,49.0
2,6,84.19321449108683,4,5,1,4,118.0
1,6,192.2759874726177,2,4,1,4,143.0
1,4,138.02608522069195,3,2,1,3,52.0
5,3,157.98023595334942,12,5,6,4,1429.0
2,4,75.42923051573571,1,2,1,3,33.0
1,6,138.02608522069195,2,4,1,4,152.0
1,6,138.02608522069195,2,4,1,4,150.0
3,6,75.42923051573571,4,5,2,4,190.0
2,6,183.21820800371316,2,4,1,4,150.0
1,5,192.2759874726177,2,2,1,3,170.0
2,6,138.02608522069195,4,4,2,4,376.0
6,6,220.34827684827684,6,5,3,4,200.0
3,6,183.21820800371316,6,4,2,4,258.0
7,3,255.9705913606096,12,5,6,4,2000.0
5,3,183.21820800371316,8,5,5,4,900.0
3,6,255.9705913606096,6,5,1,4,263.0
1,6,157.98023595334942,2,5,1,4,85.0
2,5,130.2765182186235,3,3,1,3,120.0
1,5,130.2765182186235,2,3,1,3,150.0
2,5,130.2765182186235,3,3,1,3,150.0
1,5,130.2765182186235,2,3,1,3,350.0
4,5,130.2765182186235,6,2,3,3,250.0
1,6,138.02608522069195,2,4,1,4,176.0
1,6,183.21820800371316,2,4,1,4,176.0
2,6,117.31939891873483,4,5,2,4,180.0
3,3,138.02608522069195,6,5,4,4,311.0
1,6,117.31939891873483,2,5,1,4,156.0
1,6,129.87171912486124,2,5,1,4,105.0
4,3,138.02608522069195,8,5,2,4,201.0
12,3,106.39955357142856,16,5,7,4,358.0
1,6,153.45101102941177,2,4,1,4,125.0
2,6,220.34827684827684,4,4,2,4,325.0
1,5,138.02608522069195,2,2,1,3,118.0
1,6,138.02608522069195,4,4,1,4,109.0
3,6,138.02608522069195,4,5,2,4,190.0
2,6,138.02608522069195,4,4,1,4,150.0
1,6,192.2759874726177,3,5,1,4,114.0
1,6,153.45101102941177,5,4,1,4,135.0
1,6,138.02608522069195,2,4,1,4,129.0
2,6,117.31939891873483,4,5,2,4,280.0
3,3,138.02608522069195,5,4,2,4,326.0
2,6,157.98023595334942,4,4,2,4,308.0
1,6,93.51619733735733,2,5,1,4,100.0
5,3,67.36219020959923,7,4,2,4,280.0
1,1,65.60103896103895,2,2,1,3,35.0
1,4,198.09007603821408,2,4,1,3,80.0
2,1,65.60103896103895,2,2,1,3,35.0
3,3,130.2765182186235,4,4,2,4,170.0
1,4,198.09007603821408,2,2,1,3,59.0
2,6,75.42923051573571,4,5,2,4,129.0
4,6,192.2759874726177,2,5,1,4,157.0
1,6,192.2759874726177,2,4,1,4,192.0
3,6,183.21820800371316,5,4,2,4,178.0
6,3,135.26623842867315,9,5,4,4,255.0
1,4,129.87171912486124,1,2,1,3,35.0
1,6,62.0703125,2,2,1,3,60.0
1,5,114.50185185185184,2,2,1,3,60.0
1,6,183.21820800371316,2,4,1,4,204.0
2,6,198.09007603821408,2,4,1,4,98.0
1,2,138.02608522069195,2,2,1,3,83.0
1,6,198.09007603821408,2,5,1,4,110.0
5,3,255.9705913606096,7,5,4,4,650.0
2,6,100.7890625,3,5,1,4,110.0
3,3,183.21820800371316,6,5,3,4,672.0
2,6,138.02608522069195,2,4,1,4,122.0
3,6,129.87171912486124,4,5,2,4,59.0
8,3,75.42923051573571,6,4,2,4,242.0
2,4,198.09007603821408,1,2,1,3,55.0
2,3,88.63882590073068,4,4,2,4,199.0
1,2,183.21820800371316,2,2,1,3,40.0
3,6,255.9705913606096,2,5,1,4,153.0
4,3,192.2759874726177,7,5,4,4,850.0
3,3,138.02608522069195,5,4,2,4,550.0
2,6,183.21820800371316,4,4,2,4,361.0
2,6,138.02608522069195,4,4,1,4,169.0
3,6,183.21820800371316,6,5,2,4,206.0
2,6,157.98023595334942,3,4,2,4,400.0
3,6,77.14240568832707,6,5,3,4,364.0
7,3,198.09007603821408,12,5,6,4,2115.0
4,3,153.45101102941177,6,5,3,4,541.0
1,6,198.09007603821408,4,5,2,4,174.0
3,3,84.19321449108683,6,4,3,4,116.0
2,6,138.02608522069195,3,4,1,4,125.0
6,3,135.26623842867315,10,5,5,4,1200.0
3,3,255.9705913606096,7,5,3,4,836.0
2,6,138.02608522069195,4,4,1,4,179.0
1,6,77.14240568832707,2,5,1,4,95.0
2,6,138.02608522069195,4,4,1,4,195.0
4,3,157.98023595334942,6,4,3,4,399.0
1,6,77.14240568832707,2,5,1,4,95.0
2,6,138.02608522069195,4,4,1,4,199.0
2,6,138.02608522069195,5,4,1,4,169.0
1,4,88.63882590073068,1,2,1,3,39.0
1,6,114.50185185185184,4,4,1,4,105.0
1,6,198.09007603821408,2,4,1,4,248.0
3,6,138.02608522069195,4,4,2,4,214.0
1,6,138.67108953095203,2,5,1,4,105.0
2,6,192.2759874726177,3,4,2,4,147.0
1,6,138.02608522069195,2,5,1,4,133.0
3,3,138.67108953095203,6,5,3,4,300.0
5,6,255.9705913606096,3,5,2,4,125.0
2,4,94.17872340425532,2,2,1,3,38.0
3,6,183.21820800371316,6,4,2,4,85.0
1,5,157.98023595334942,2,2,1,3,58.0
3,6,153.45101102941177,6,4,3,4,187.0
2,6,93.51619733735733,3,5,2,4,165.0
1,6,157.98023595334942,2,5,1,4,166.0
2,6,135.26623842867315,4,4,2,4,280.0
1,4,66.36538461538461,2,2,1,3,95.0
3,6,56.88147754451237,5,5,3,4,120.0
2,6,183.21820800371316,2,4,1,4,242.0
2,6,135.26623842867315,4,4,2,4,165.0
4,3,255.9705913606096,8,5,4,4,500.0
2,6,138.67108953095203,4,5,2,4,111.0
3,6,138.02608522069195,3,4,1,4,78.0
2,6,192.2759874726177,3,4,2,4,126.0
1,6,135.26623842867315,2,5,1,4,130.0
2,6,192.2759874726177,4,4,1,4,220.0
3,6,106.39955357142856,6,5,3,4,325.0
1,6,135.26623842867315,2,5,1,4,120.0
1,2,135.26623842867315,1,2,1,3,80.0
1,4,100.7890625,2,2,1,3,65.0
1,4,86.30045662100457,2,2,1,3,65.0
5,3,157.98023595334942,10,5,4,4,1429.0
4,6,183.21820800371316,6,5,3,4,800.0
6,3,98.00111073137388,8,5,4,4,350.0
2,3,117.31939891873483,4,5,3,4,480.0
1,4,135.26623842867315,2,2,1,3,41.0
2,6,138.67108953095203,4,4,2,4,150.0
1,6,138.02608522069195,2,4,1,4,124.0
2,3,117.31939891873483,4,4,2,4,238.0
3,6,103.1286317058469,6,5,3,4,200.0
1,6,135.26623842867315,2,5,1,4,135.0
7,3,183.21820800371316,10,5,5,4,550.0
1,4,88.63882590073068,1,2,1,3,39.0
3,6,138.02608522069195,4,5,2,4,230.0
2,3,153.45101102941177,4,4,2,4,115.0
1,6,183.21820800371316,3,4,1,4,122.0
6,3,183.21820800371316,11,5,5,4,555.0
5,3,157.98023595334942,6,5,3,4,550.0
2,4,56.88147754451237,1,2,1,3,51.0
1,5,72.17170111287759,2,2,1,3,90.0
4,6,138.02608522069195,6,5,2,4,421.0
2,6,138.02608522069195,4,5,2,4,270.0
3,3,183.21820800371316,6,5,3,4,550.0
1,6,138.02608522069195,2,4,1,4,198.0
3,6,68.52813852813853,4,4,2,4,95.0
1,6,138.02608522069195,4,4,1,4,60.0
1,4,93.51619733735733,2,2,1,3,45.0
3,6,84.19321449108683,4,5,1,4,66.0
1,4,71.02556818181817,1,2,1,3,55.0
1,6,138.02608522069195,2,4,1,4,155.0
1,6,138.02608522069195,2,4,1,4,142.0
3,3,75.42923051573571,8,5,3,4,500.0
1,6,192.2759874726177,2,5,1,4,200.0
3,6,116.07480748074806,4,5,2,4,286.0
3,3,116.07480748074806,5,4,2,4,210.0
2,6,138.02608522069195,4,4,1,4,260.0
2,6,138.02608522069195,4,4,1,4,139.0
2,6,100.7890625,4,4,2,4,160.0
2,6,116.07480748074806,4,4,1,4,97.0
2,6,138.02608522069195,4,5,2,4,406.0
1,6,56.88147754451237,2,5,1,4,62.0
2,4,100.7890625,3,2,1,3,40.0
3,6,59.82179132040629,6,5,2,4,131.0
4,3,138.67108953095203,8,5,5,4,500.0
2,3,183.21820800371316,4,4,2,4,250.0
2,6,138.67108953095203,4,5,1,4,100.0
4,6,72.17170111287759,5,5,3,4,120.0
