host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price,distance_to_city_center,email,phone,reviews,jumio,Long term stays allowed,Wifi,Essentials,Smoke alarm,mapped_property_type,mapped_bathrooms,mapped_room_type,response_time
2014-10-22,1.0,0.93,1,1.0,1,1,6,3,4,2,180,2,7,180,180,2,180,1,2,9,9,9,26,5,0,2015-01-03,2021-04-12,4.84,4.92,4.67,5.0,5.0,4.92,4.79,0,1,1,0,0,0.31,139.0,5.28064714710746,1,1,1,1,1,1,1,1,5,3,4.0,2.0
2014-10-25,1.0,0.85,1,2.0,1,1,2,1,1,3,1125,3,3,1125,1125,3,1125,1,12,41,71,346,47,3,1,2015-01-05,2021-11-21,4.64,4.67,4.42,4.96,4.91,4.73,4.66,0,3,0,3,0,0.56,75.0,13.839884004650592,1,1,1,1,1,1,1,1,2,5,3.0,4.0
2014-04-26,0.0,0.8164300559552359,0,1.0,1,1,8,4,6,90,1125,90,90,1125,1125,90,1125,1,23,39,69,344,2,0,0,2018-12-22,2020-01-10,5.0,5.0,4.5,5.0,5.0,5.0,4.5,0,1,1,0,0,0.06,3500.0,6.889473222017966,1,1,0,1,1,1,1,1,5,3,4.0,1.0
2014-10-26,1.0,0.0,0,1.0,1,1,11,5,7,2,1125,2,2,1125,1125,2,1125,1,0,5,19,226,17,0,0,2016-09-12,2020-01-09,4.94,4.94,4.65,5.0,5.0,5.0,4.82,0,1,1,0,0,0.27,1500.0,10.672510449684344,1,1,1,1,1,1,1,1,5,3,4.0,3.0
2014-09-23,1.0,0.6,0,1.0,1,1,8,4,5,5,1125,4,5,1125,1125,5,1125,1,4,29,29,261,3,2,0,2018-01-03,2021-04-05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.06,1350.0,12.92379324533638,1,1,1,1,1,1,1,1,5,3,4.0,2.0
2014-06-04,0.69,0.31,0,81.0,1,1,8,4,5,10,1125,10,10,1125,1125,10,1125,1,8,8,9,17,5,0,0,2016-09-30,2019-09-10,4.75,5.0,4.75,4.25,4.75,4.75,4.75,0,87,87,0,0,0.08,902.0,6.215796950680691,1,1,1,1,1,1,1,0,5,3,4.0,2.0
2012-04-02,1.0,1.0,1,1.0,1,1,2,1,2,2,28,2,2,1125,1125,2,1125,1,0,17,37,127,274,36,4,2016-11-29,2021-11-29,4.89,4.93,4.97,4.96,4.98,4.92,4.83,0,1,1,0,0,4.48,65.0,4.008440722655245,1,1,1,1,1,1,1,1,5,6,4.0,4.0
2013-12-16,1.0,0.95,0,4.0,1,1,2,1,1,7,1100,7,7,1100,1100,7,1100,1,7,10,11,285,40,9,2,2015-02-03,2021-12-02,4.88,4.88,4.6,5.0,4.98,4.93,4.7,0,4,4,0,0,0.48,102.0,2.290589221617804,1,1,1,0,1,1,1,1,4,6,4.0,3.0
2014-10-24,1.0,0.5,0,1.0,1,1,2,1,1,2,4,2,2,4,4,2,4,1,6,17,36,311,84,1,0,2015-02-21,2021-03-05,4.73,4.78,4.49,4.95,4.94,4.85,4.85,0,1,0,1,0,1.01,85.0,6.5479803765859215,1,1,1,1,0,1,1,1,2,4,3.0,2.0
2012-03-03,1.0,1.0,0,3.0,1,1,2,1,1,2,260,2,2,1125,1125,2,1125,1,8,35,65,340,101,1,1,2014-12-01,2021-11-23,4.45,4.54,4.61,4.83,4.69,4.7,4.2,1,3,3,0,0,1.18,162.0,5.843847739066719,1,1,1,0,1,1,1,1,4,6,4.0,4.0
2012-09-05,1.0,0.73,1,2.0,1,1,2,1,2,3,365,3,3,365,365,3,365,1,0,0,0,203,69,0,0,2014-12-08,2020-11-28,4.7,4.78,4.73,4.94,4.94,4.91,4.74,0,2,0,2,0,0.81,50.0,4.696856264478072,1,1,1,1,1,1,1,1,2,4,3.0,3.0
2013-11-10,1.0,0.8164300559552359,0,2.0,1,1,4,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,6,0,0,2014-12-22,2017-01-02,4.8,5.0,4.8,5.0,5.0,4.8,4.8,0,1,1,0,0,0.07,175.0,20.393553724057824,1,1,1,1,1,1,1,1,5,3,4.0,4.0
2014-11-03,1.0,1.0,0,1.0,1,1,3,2,3,4,1125,4,4,1125,1125,4,1125,1,0,0,0,0,11,0,0,2015-01-02,2020-01-01,4.82,4.82,4.55,4.82,4.73,4.91,4.82,0,1,1,0,0,0.13,150.0,6.745082654485795,1,1,1,1,1,1,1,1,4,6,4.0,4.0
2012-12-10,1.0,0.75,1,2.0,1,1,2,1,1,90,91,90,90,91,91,90,91,1,29,59,89,364,47,5,0,2015-11-01,2021-07-13,4.98,4.91,5.0,5.0,5.0,5.0,4.85,0,1,0,1,0,0.63,159.0,11.287076509876881,1,1,1,1,1,1,1,1,2,5,3.0,2.0
2014-01-24,1.0,0.81,1,2.0,1,1,2,1,1,4,1125,4,4,1125,1125,4,1125,1,0,5,35,310,50,1,0,2014-12-12,2021-02-26,4.8,4.98,4.76,4.96,4.94,4.92,4.85,0,1,1,0,0,0.59,220.0,1.8281664473213248,1,1,1,1,1,1,1,1,4,6,4.0,3.0
2014-06-04,0.5,0.0,0,1.0,1,1,4,2,2,3,30,3,3,30,30,3,30,1,0,7,34,309,15,0,0,2015-01-03,2018-01-01,4.47,4.47,4.33,5.0,5.0,4.87,4.33,0,1,1,0,0,0.18,195.0,3.885838999210865,1,1,1,1,1,1,1,1,5,6,4.0,2.0
2014-10-07,1.0,0.67,0,1.0,1,1,7,4,4,6,1125,6,6,1125,1125,6,1125,1,12,16,16,16,9,0,0,2015-01-03,2018-01-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.11,600.0,3.4501394820206257,1,1,1,0,1,1,1,1,5,3,4.0,4.0
2013-11-07,1.0,0.99,1,1.0,1,1,2,1,1,2,1125,2,2,1125,1125,2,1125,1,1,1,1,220,278,29,4,2014-11-30,2021-12-02,4.86,4.92,4.89,4.98,4.99,4.89,4.9,0,1,1,0,0,3.25,95.0,14.348899434018511,1,1,1,1,1,1,1,1,6,6,4.0,4.0
2014-08-13,1.0,0.8164300559552359,0,1.0,1,1,9,4,5,90,1125,90,90,1125,1125,90,1125,1,30,60,90,365,17,0,0,2016-01-02,2020-01-02,5.0,5.0,5.0,5.0,5.0,4.93,4.87,0,1,1,0,0,0.24,2000.0,5.446820025518993,1,1,1,1,0,1,0,1,5,3,4.0,4.0
2013-11-19,1.0,0.97,1,8.0,1,1,2,1,1,2,42,2,2,1125,1125,2,1125,1,0,0,0,0,24,0,0,2014-12-24,2019-12-10,4.83,4.91,5.0,4.91,4.96,4.83,4.79,1,8,5,3,0,0.28,120.0,5.233471132808796,1,1,1,1,1,1,1,1,2,5,3.0,4.0
2014-03-02,0.0,0.8164300559552359,0,1.0,1,1,6,3,6,90,1125,90,90,1125,1125,90,1125,1,30,60,90,365,4,0,0,2015-12-31,2020-01-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.06,860.0,6.396349488367079,1,1,1,1,1,1,1,0,5,3,4.0,1.0
2014-07-31,1.0,0.72,1,4.0,1,1,2,1,1,3,1125,3,3,1125,1125,3,1125,1,0,1,31,306,53,3,2,2014-12-23,2021-12-03,4.62,4.8,4.63,4.96,4.96,4.94,4.66,0,3,3,0,0,0.63,136.0,1.7742966605288764,1,1,1,1,1,1,1,1,4,6,4.0,3.0
2014-11-12,0.0,0.0,0,1.0,1,1,7,3,7,90,1125,90,90,1125,1125,90,1125,1,2,28,58,333,5,0,0,2016-04-19,2019-01-05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.07,1090.0,30.611968112341298,1,1,1,1,1,1,1,1,5,3,4.0,1.0
2014-11-12,0.94,0.96,0,2.0,1,1,6,2,4,2,90,2,2,90,90,2,90,1,6,31,52,316,282,16,3,2014-11-28,2021-12-05,4.79,4.91,4.71,4.88,4.83,4.95,4.66,0,2,2,0,0,3.29,364.0,1.0811376511152242,1,1,1,0,1,1,1,1,4,3,4.0,3.0
2014-11-12,0.9,0.66,1,3.0,1,1,2,1,1,14,365,14,14,1125,1125,14,1125,1,6,8,8,8,4,1,0,2015-08-29,2021-01-14,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,2,2,0,0,0.05,340.0,1.600833727789843,1,1,1,1,1,1,1,1,4,6,4.0,4.0
2014-10-21,1.0,0.96,0,1.0,1,1,2,1,2,2,1125,2,2,1125,1125,2,1125,1,6,24,41,316,235,26,2,2014-11-16,2021-11-20,4.86,4.92,4.88,4.95,4.97,4.94,4.79,1,1,1,0,0,2.73,109.0,6.304269724171912,1,1,1,1,1,1,1,1,4,6,4.0,4.0
2010-04-26,0.96,0.86,0,58.0,1,1,4,2,3,2,60,2,7,999,999,2,999,1,6,18,27,144,50,4,0,2015-02-21,2021-05-30,4.68,4.74,4.72,4.76,4.88,4.98,4.54,1,54,54,0,0,0.6,435.0,6.811475747407079,1,1,1,1,1,1,1,1,4,6,4.0,3.0
2014-09-25,1.0,1.0,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,26,31,61,151,94,1,0,2015-01-02,2021-06-25,4.74,4.86,4.82,4.87,4.87,4.73,4.67,0,1,1,0,0,1.11,89.0,3.0977810256294322,1,1,1,1,0,1,0,1,5,6,4.0,4.0
2009-11-20,1.0,0.69,1,2.0,1,1,2,1,1,1,1125,1,1,1125,1125,1,1125,1,0,15,45,320,33,5,0,2015-01-03,2021-02-28,4.67,4.88,4.61,5.0,5.0,4.88,4.61,0,2,2,0,0,0.39,130.0,9.179164915337715,1,1,1,1,1,1,1,0,5,6,4.0,3.0
2014-11-02,0.8,0.5,0,1.0,1,1,5,3,3,4,1125,1,4,1125,1125,4,1125,1,2,9,16,291,4,0,0,2015-01-03,2017-01-02,4.5,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.05,500.0,5.26633942069551,1,1,1,0,1,1,1,1,4,3,4.0,2.0
2012-03-04,0.0,0.0,0,1.0,1,1,1,1,1,90,1125,90,90,1125,1125,90,1125,1,30,60,90,365,48,0,0,2015-01-27,2020-04-03,4.66,4.77,4.49,4.74,4.81,4.87,4.74,1,2,1,1,0,0.57,45.0,6.603050347848647,1,1,1,1,1,1,1,1,2,4,3.0,1.0
2014-05-27,1.0,0.92,0,31.0,1,1,4,2,3,7,90,7,14,90,90,7,90,1,4,19,40,130,1,0,0,2018-10-10,2018-10-10,3.0,4.0,3.0,5.0,4.0,5.0,4.0,0,22,22,0,0,0.03,400.0,1.9085040371225168,1,1,1,1,1,1,1,1,4,3,4.0,4.0
2013-06-12,1.0,0.98,0,19.0,1,1,7,3,3,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,170,0,0,2015-01-02,2020-03-01,4.35,4.44,4.28,4.92,4.88,4.86,4.4,0,8,2,6,0,2.01,264.0,1.447397083316195,1,1,1,1,1,1,1,1,5,6,4.0,4.0
2014-07-17,0.2,0.0,0,1.0,1,1,8,5,4,90,1125,90,90,1125,1125,90,1125,1,8,37,67,342,4,0,0,2016-12-12,2019-01-03,5.0,5.0,4.67,5.0,5.0,5.0,4.67,0,1,1,0,0,0.07,950.0,6.109485802961088,1,1,1,1,1,1,1,1,5,3,4.0,1.0
2014-01-26,1.0,0.94,0,2.0,1,1,4,1,2,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,230,44,5,2017-12-16,2021-11-18,4.74,4.87,4.7,4.83,4.93,4.9,4.79,0,1,1,0,0,4.75,200.0,12.778459219301977,1,1,1,1,1,1,1,1,4,6,4.0,4.0
2014-11-18,1.0,0.75,0,0.0,1,1,5,2,3,5,1125,3,5,1125,1125,4,1125,1,4,22,22,285,2,0,0,2016-05-17,2016-08-08,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1,1,1,0,0,0.03,468.0,10.962473083380496,1,1,1,1,1,0,1,1,4,6,4.0,4.0
2014-11-19,1.0,0.86,1,1.0,1,1,2,1,1,1,1125,1,1,1125,1125,1,1125,1,1,3,33,213,179,22,3,2014-12-07,2021-11-29,4.99,4.99,4.98,4.99,5.0,4.91,4.95,0,1,0,1,0,2.1,70.0,3.275812187248447,1,1,1,1,1,1,1,1,2,4,3.0,3.0
2014-11-19,1.0,1.0,0,1.0,1,1,6,2,4,1,365,1,1,1125,1125,1,1125,1,0,0,0,36,305,21,0,2015-01-31,2021-07-11,4.43,4.62,4.32,4.86,4.85,4.95,4.58,1,1,1,0,0,3.65,119.0,10.580822157879862,0,1,1,0,1,1,1,1,4,3,4.0,4.0
2012-08-12,0.14,0.09,0,2.0,1,1,12,4,7,4,60,4,7,60,60,4,60,1,30,52,82,357,9,0,0,2015-01-31,2018-09-30,4.86,4.43,4.57,4.71,4.71,4.86,4.43,0,2,2,0,0,0.11,3229.0,6.136876047456216,1,1,1,1,1,1,1,1,5,3,4.0,1.0
2014-11-23,1.0,0.77,0,1.0,1,1,2,1,2,2,1125,2,2,1125,1125,2,1125,1,9,35,63,336,71,8,2,2014-12-17,2021-12-05,4.8,4.96,4.9,4.96,4.93,4.97,4.76,0,1,1,0,0,0.84,158.0,16.56783364823163,1,1,1,1,1,1,1,1,4,6,4.0,2.0
2013-02-06,1.0,0.84,0,8.0,1,1,2,1,1,5,89,5,5,89,89,5,89,1,30,60,90,365,8,1,0,2016-12-15,2021-01-08,4.63,4.63,4.63,4.63,5.0,5.0,4.25,0,5,5,0,0,0.13,120.0,4.238177399865863,1,1,1,1,1,0,1,1,4,6,4.0,3.0
2012-08-25,1.0,1.0,1,4.0,1,1,7,3,3,4,400,1,4,1125,1125,3,1125,1,4,21,37,303,182,10,0,2015-03-15,2021-10-04,4.8,4.69,4.7,4.94,4.97,4.68,4.7,1,3,2,1,0,2.22,350.0,2.74962364251898,1,1,1,1,0,1,0,1,5,3,4.0,4.0
2014-11-28,1.0,0.0,0,1.0,1,1,4,2,4,90,180,90,90,180,180,90,180,1,0,0,0,0,11,0,0,2015-03-03,2017-01-06,4.89,4.78,4.89,5.0,5.0,4.89,4.78,0,1,1,0,0,0.13,180.0,12.402815689115197,1,1,1,1,1,1,1,1,4,6,4.0,3.0
2012-11-12,1.0,0.97,1,1.0,1,1,2,1,1,2,1125,2,2,1125,1125,2,1125,1,0,17,47,297,229,22,1,2014-12-11,2021-11-23,4.87,4.88,4.96,4.96,4.99,4.87,4.76,0,1,1,0,0,2.69,128.0,24.50808505922802,1,1,1,1,1,0,1,1,6,6,4.0,4.0
2013-09-08,0.5,0.0,0,1.0,1,1,2,1,1,5,1125,5,5,1125,1125,5,1125,1,2,15,31,306,4,1,0,2016-03-02,2021-02-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.06,200.0,12.38574014935478,1,1,1,0,1,1,1,1,4,6,4.0,1.0
2014-08-13,1.0,0.98,1,3.0,1,1,2,1,1,2,1125,2,2,1125,1125,2,1125,1,0,5,32,307,306,13,0,2015-01-27,2021-08-12,4.82,4.89,4.9,4.92,4.88,4.93,4.75,1,2,2,0,0,3.66,111.0,3.1042389430963726,1,1,1,0,1,1,1,1,5,6,4.0,4.0
2012-09-06,1.0,0.0,0,2.0,1,1,2,1,1,1,1125,1,1,1125,1125,1,1125,1,0,5,35,310,47,0,0,2015-01-02,2018-02-18,4.79,4.89,4.58,4.93,4.93,4.93,4.74,0,2,0,2,0,0.56,90.0,6.235070867545409,1,1,1,1,1,1,1,1,2,6,3.0,3.0
2014-05-13,1.0,0.71,0,99.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,29,59,89,364,5,0,0,2016-06-26,2020-01-05,5.0,4.8,5.0,5.0,5.0,5.0,5.0,0,92,91,1,0,0.08,229.0,0.8108508718907966,1,1,1,1,1,1,1,1,4,6,4.0,3.0
2012-09-05,1.0,0.73,1,2.0,1,1,2,1,1,3,1125,3,3,1125,1125,3,1125,1,2,3,3,195,38,1,0,2015-05-26,2021-10-22,4.97,4.95,4.89,5.0,5.0,4.97,4.89,0,2,0,2,0,0.48,60.0,4.62808583801662,1,1,1,1,1,1,1,0,2,6,3.0,3.0
2014-08-23,0.2,0.08,0,1.0,1,1,4,2,2,90,1125,90,90,1125,1125,90,1125,1,2,29,59,334,10,0,0,2014-12-30,2020-01-09,4.8,5.0,4.5,5.0,5.0,5.0,4.7,0,1,1,0,0,0.12,240.0,6.818318731480588,1,1,1,1,1,1,1,1,4,6,4.0,1.0
2013-11-19,1.0,0.97,1,8.0,1,1,2,1,2,2,42,2,2,1125,1125,2,1125,1,0,0,0,0,31,0,0,2015-01-02,2019-11-28,4.87,5.0,4.93,5.0,4.97,4.77,4.81,1,8,5,3,0,0.37,120.0,5.2296579006271395,1,1,1,1,1,1,1,1,2,5,3.0,4.0
2013-07-10,0.99,0.97,0,163.0,1,1,8,4,5,90,1125,3,7,1125,1125,4,1125,1,4,15,40,299,28,5,0,2015-09-13,2021-07-17,4.56,4.56,4.41,4.41,4.48,4.89,4.41,1,109,109,0,0,0.37,1299.0,6.23849339414688,1,1,1,1,1,1,1,1,5,3,4.0,4.0
2012-09-06,1.0,0.0,0,2.0,1,1,2,1,1,1,1125,1,1,1125,1125,1,1125,1,0,5,35,310,5,0,0,2015-01-04,2016-11-13,4.6,4.6,4.2,5.0,5.0,5.0,4.6,0,2,0,2,0,0.06,110.0,6.245435635603719,1,1,1,1,1,1,1,0,2,6,3.0,3.0
2013-03-19,1.0,1.0,0,0.0,1,1,5,2,3,3,6,3,3,6,6,3,6,1,3,14,30,40,4,2,0,2016-01-07,2021-05-19,4.67,5.0,4.33,5.0,5.0,4.67,4.67,1,1,1,0,0,0.06,151.0,2.3796577295475148,1,1,1,1,0,1,1,1,5,6,4.0,3.0
2010-06-08,0.5,0.25,0,1.0,1,1,2,1,1,90,95,90,90,95,95,90,95,1,0,0,0,37,66,1,0,2014-12-22,2021-07-12,4.92,4.97,4.8,4.97,4.97,4.97,4.79,0,1,1,0,0,0.78,226.0,2.0691244889367506,1,1,1,1,1,1,1,1,5,6,4.0,2.0
2013-11-25,1.0,0.77,1,7.0,1,1,6,2,3,7,120,2,7,120,120,7,120,1,7,35,65,340,31,4,2,2016-01-03,2021-12-02,4.68,4.61,4.84,4.94,4.87,4.94,4.74,0,7,7,0,0,0.43,191.0,6.403593754992427,1,1,1,0,1,1,1,1,4,6,4.0,4.0
2014-06-03,1.0,0.72,1,1.0,1,1,2,1,1,2,60,1,2,60,60,2,60,1,14,14,14,14,176,5,0,2015-01-30,2021-06-15,4.89,4.96,4.92,4.98,4.99,4.94,4.86,0,1,1,0,0,2.11,140.0,1.159203503188092,1,1,1,1,1,1,1,1,4,6,4.0,3.0
2014-05-13,1.0,0.71,0,99.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,29,59,89,364,6,0,0,2016-02-22,2018-12-02,4.67,4.5,4.67,4.83,5.0,4.83,4.33,0,92,91,1,0,0.09,229.0,0.915952429735392,1,1,1,1,1,1,1,1,4,6,4.0,3.0
2014-02-04,1.0,0.96,1,1.0,1,1,4,2,2,5,100,3,5,1125,1125,4,1125,1,5,11,41,131,174,22,1,2016-04-05,2021-11-26,4.94,4.91,4.88,4.94,4.99,4.91,4.78,0,1,1,0,0,2.52,294.0,2.2876529757437556,1,1,1,1,1,1,1,1,4,6,4.0,4.0
2014-02-17,1.0,0.0,0,0.0,1,1,5,2,4,90,120,90,90,120,120,90,120,1,0,0,5,232,87,0,0,2015-11-07,2019-07-27,4.46,4.76,4.06,4.67,4.69,4.91,4.52,0,1,1,0,0,1.17,399.0,0.40613516097668945,1,1,1,1,1,0,1,1,4,3,4.0,2.0
2014-12-15,0.0,0.0,0,2.0,1,0,4,2,2,1,1125,1,1,1125,1125,1,1125,1,20,50,80,355,2,0,0,2017-10-22,2018-03-12,4.0,3.5,4.0,3.5,3.5,4.5,3.5,0,2,2,0,0,0.04,424.0,1.6001958977911968,1,1,1,0,1,1,1,1,4,6,4.0,1.0
2013-11-19,1.0,0.97,1,8.0,1,1,8,3,5,2,1125,2,4,1125,1125,2,1125,1,4,4,4,4,84,0,0,2015-01-19,2020-10-11,4.88,4.9,4.95,4.94,4.94,4.83,4.83,1,8,5,3,0,1.0,603.0,5.294048975610032,1,1,1,1,1,1,1,1,5,3,,4.0
2013-12-16,1.0,0.95,0,4.0,1,1,2,1,1,7,1124,2,7,15,1124,6,1093,1,6,8,11,264,46,5,1,2015-04-10,2021-12-03,4.46,4.7,4.41,4.73,4.72,4.77,4.36,0,4,4,0,0,0.57,80.0,2.057277751152344,1,1,1,0,1,1,1,1,4,6,4.0,3.0
2014-12-16,1.0,1.0,0,1.0,1,1,7,3,4,7,1125,7,7,1125,1125,7,1125,1,0,0,0,0,5,0,0,2016-01-06,2020-01-03,5.0,5.0,4.8,5.0,5.0,5.0,4.8,1,1,1,0,0,0.07,600.0,6.465006815475385,1,1,1,0,1,1,1,1,5,3,4.0,4.0
2014-12-17,0.63,0.86,0,3.0,1,1,5,3,3,3,400,2,5,1125,1125,3,1125,1,2,23,53,77,62,9,2,2015-01-05,2021-11-14,4.65,4.76,4.31,4.82,4.69,4.95,4.6,1,2,2,0,0,0.74,403.0,10.339515252019304,1,1,1,1,1,1,1,1,4,6,4.0,2.0
2014-12-17,0.9,0.5,0,2.0,1,1,8,4,7,14,364,14,14,364,364,14,364,1,4,4,4,133,6,0,0,2015-04-06,2018-01-01,5.0,5.0,5.0,5.0,5.0,5.0,4.83,0,2,2,0,0,0.07,1150.0,10.841587698150263,1,1,1,1,1,1,1,1,5,3,4.0,3.0
2014-05-13,1.0,0.71,0,99.0,1,0,6,3,3,90,1125,7,90,1125,1125,83,1125,1,23,42,72,347,11,0,0,2018-09-21,2020-03-07,4.73,4.91,4.45,5.0,5.0,5.0,4.82,0,92,91,1,0,0.28,249.0,1.4696015981151325,1,1,1,1,1,1,1,1,4,3,4.0,3.0
2014-03-31,1.0,0.92,1,1.0,1,1,2,1,1,10,120,10,10,120,120,10,120,1,0,5,5,12,42,3,0,2015-08-03,2021-07-03,4.31,4.5,4.37,4.86,4.93,4.71,4.48,0,2,2,0,0,0.54,80.0,4.982379508386967,1,1,1,1,1,1,1,1,4,6,4.0,3.0
2014-05-13,1.0,0.71,0,99.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,29,59,89,364,3,0,0,2015-01-02,2020-07-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,92,91,1,0,0.04,186.0,0.7354441487219999,1,1,1,1,1,1,1,1,4,6,4.0,3.0
2014-10-04,0.0,0.8164300559552359,0,2.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,30,60,90,365,14,0,0,2015-01-03,2015-11-13,4.79,4.64,4.57,4.93,4.93,4.64,4.5,0,2,0,2,0,0.17,104.0,2.717834158565125,1,1,1,1,1,1,1,1,2,6,3.0,1.0
2014-12-23,1.0,1.0,1,5.0,1,1,4,2,2,4,1124,4,4,1125,1125,4,1125,1,4,5,20,289,249,9,2,2015-01-18,2021-11-25,4.84,4.91,4.82,4.98,4.98,4.93,4.77,1,4,4,0,0,2.97,212.0,0.9736946276497151,1,1,1,1,1,1,1,1,4,6,4.0,4.0
2014-07-17,0.7,0.55,0,1.0,1,1,6,3,6,7,1125,7,7,1125,1125,7,1125,1,15,26,56,331,38,4,0,2015-01-27,2021-04-11,4.83,4.86,4.69,4.86,4.92,4.6,4.63,0,1,1,0,0,0.45,829.0,9.959519101927917,1,1,1,1,1,1,1,1,5,3,4.0,3.0
2014-07-22,0.8,0.8,0,1.0,1,1,6,3,4,21,1125,21,21,1125,1125,21,1125,1,0,0,11,101,12,5,0,2015-02-08,2021-09-11,4.33,4.58,4.0,4.83,4.67,4.83,4.08,0,1,1,0,0,0.14,325.0,11.299567704357216,1,1,1,1,1,1,1,1,5,6,4.0,4.0
2012-09-20,1.0,0.94,1,7.0,1,1,2,1,1,1,2,1,2,2,2,1,2,1,19,19,19,19,20,5,0,2015-10-19,2021-04-02,4.9,4.95,4.85,4.95,4.95,5.0,4.85,0,3,3,0,0,0.27,251.0,6.3174270859792365,1,1,1,1,0,1,1,1,4,6,4.0,4.0
2014-12-30,1.0,0.82,1,2.0,1,1,4,1,2,4,1124,4,6,1124,1124,4,1124,1,0,10,32,275,269,20,4,2015-01-04,2021-11-30,4.9,4.88,4.87,4.94,4.96,4.86,4.75,0,1,1,0,0,3.19,181.0,30.338426427745166,1,1,1,1,0,1,0,1,5,6,4.0,4.0
2011-10-07,1.0,0.75,1,5.0,1,1,4,1,2,3,363,3,6,363,363,3,363,1,4,27,50,321,119,9,0,2015-02-28,2021-06-08,4.68,4.76,4.8,4.8,4.86,4.75,4.6,0,5,5,0,0,1.44,130.0,1.4917456975675911,1,1,1,1,1,1,1,1,4,6,4.0,4.0
2014-05-13,1.0,0.71,0,99.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,30,60,90,365,4,0,0,2015-03-28,2020-01-03,4.75,4.5,4.75,4.75,4.75,5.0,4.75,0,92,91,1,0,0.05,179.0,1.1574489383174487,1,1,1,1,1,1,1,1,4,6,4.0,3.0
2015-01-05,0.86,0.0,0,1.0,1,1,6,3,4,90,1125,90,90,1125,1125,90,1125,1,9,37,67,342,6,0,0,2015-03-08,2016-01-06,4.17,4.83,4.5,5.0,5.0,5.0,4.17,0,1,1,0,0,0.07,500.0,12.97349790172016,1,1,1,1,1,1,1,1,5,3,4.0,2.0
2012-03-19,1.0,0.71,1,14.0,1,1,4,2,2,7,1125,7,7,1125,1125,7,1125,1,0,29,59,334,2,0,0,2016-08-19,2019-01-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,10,10,0,0,0.03,439.0,5.633405599327033,1,1,1,1,1,1,1,1,4,6,4.0,4.0
2014-12-30,1.0,0.25,0,2.0,1,1,3,1,1,6,1124,6,16,1124,1124,6,1124,1,16,46,76,166,17,0,0,2016-03-05,2019-08-31,4.59,4.65,4.29,4.76,4.82,4.65,4.29,0,1,1,0,0,0.24,120.0,1.3840492396918342,1,1,1,1,1,1,1,1,4,6,4.0,3.0
2015-01-03,0.89,1.0,0,1.0,1,1,2,1,2,3,91,3,3,91,91,3,91,1,9,39,69,344,119,3,0,2015-02-01,2021-06-28,4.8,4.93,4.88,4.96,4.96,4.93,4.81,0,1,1,0,0,1.43,250.0,10.679240323559775,1,1,1,0,1,0,1,1,4,6,4.0,2.0
2012-08-12,0.83,0.4,0,5.0,1,1,1,1,1,90,1125,90,90,1125,1125,90,1125,1,29,59,89,364,19,1,0,2015-04-12,2021-04-05,4.73,4.73,4.87,4.93,4.93,4.93,4.87,0,4,1,3,0,0.23,75.0,7.232115057079464,1,1,1,1,1,1,0,0,2,4,3.0,3.0
2013-02-06,1.0,0.84,0,8.0,1,1,5,3,4,5,90,5,5,90,90,5,90,1,6,36,66,341,17,4,2,2015-03-05,2021-12-03,4.47,4.71,4.24,4.59,4.82,4.88,4.47,0,5,5,0,0,0.21,275.0,5.2857347355546445,1,1,1,1,1,1,1,1,4,3,4.0,3.0
